file,line,kernel,reachability,family,access,candidate,correctness_gate,evidence
include/search_v2.cuh,725,mergeResRnn,V2 static RNN/kNN; NOT update query,reduction,One query thread invokes device Thrust reduction over a long segment; across query lanes the segments are far apart.,One warp/CTA per segment with cooperative contiguous loads and hierarchical reduction.,"Preserve empty segments, exact count, nonpower tails; static RNN proof does not cover update API fallback.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,750,mergeResKnn,V2 static RNN/kNN; NOT update query,kth,One sparse kth gather per query; contiguous small output.,Usually leave alone; fuse into producer only after output readiness proof.,"O(1) per query, not the RNN full reduction; preserve sort/key and kth ties.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,766,mergeResKnnIds,V2 vector/full-ID overload or calibration; ID main uses kth-only,topk_copy,One query thread loops k; lanes read different query segments and write with stride k.,One warp/query or flatten query-rank output to contiguous lanes.,Preserve full IDs/distances/tie contract; measured final copy is only a small fraction of large-query cost.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,788,initResV2,definition only; no active native launch,linear,Grid-stride scalar arrays are contiguous across lanes; no obvious coalescing defect.,Keep layout; consider eliminating redundant initialization/pass or reusing workspace only if consumer requires same bytes.,Prove every read is initialized; launch fusion is distinct from memory coalescing.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,800,initDisK,V2 static RNN/kNN; NOT update query,linear,Grid-stride scalar arrays are contiguous across lanes; no obvious coalescing defect.,Keep layout; consider eliminating redundant initialization/pass or reusing workspace only if consumer requires same bytes.,Prove every read is initialized; launch fusion is distinct from memory coalescing.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,812,labelCNode,V2 static RNN/kNN; NOT update query,flag,"Adjacent flags contiguous; parent flags may broadcast, node fields are AoS or gathers.",Retain SoA flag writes; consider compact node-field views only if amortized across consumers.,Do not add packing per query without end-to-end benefit; preserve parent/child ownership.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,845,getDisPQ,V2 static RNN/kNN; NOT update query,distance,"A lane owns a point/query and loops coordinates; AoS rows gather/stride across lanes, coordinate loads contiguous only within each lane; output is often already coalesced.","Test warp-per-distance or query/pivot tiling; retain coalesced output via ownership handoff, not lane0 scattered stores.","Keep metric, accumulation, pruning boundary and every tail; small grids may lose to launch/metadata costs.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,955,getDisPQVec,V2 vector/full-ID overload or calibration; ID main uses kth-only,distance,"A lane owns a point/query and loops coordinates; AoS rows gather/stride across lanes, coordinate loads contiguous only within each lane; output is often already coalesced.","Test warp-per-distance or query/pivot tiling; retain coalesced output via ownership handoff, not lane0 scattered stores.","Keep metric, accumulation, pruning boundary and every tail; small grids may lose to launch/metadata costs.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/search_v2.cuh,1045,updateDisK,V2 static RNN/kNN; NOT update query,kth,One sparse kth gather per query; contiguous small output.,Usually leave alone; fuse into producer only after output readiness proof.,"O(1) per query, not the RNN full reduction; preserve sort/key and kth ties.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/tree.cuh,55,getPivotDis,initial build and capacity-triggered rebuild,distance,"A lane owns a point/query and loops coordinates; AoS rows gather/stride across lanes, coordinate loads contiguous only within each lane; output is often already coalesced.","Test warp-per-distance or query/pivot tiling; retain coalesced output via ownership handoff, not lane0 scattered stores.","Keep metric, accumulation, pruning boundary and every tail; small grids may lose to launch/metadata costs.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/tree.cuh,175,nodeSplit,initial build and capacity-triggered rebuild,node_split,Only up to TREE_ORDER lanes do two serial endpoint distances; strided/gathered coordinates and 20-byte TN AoS stores.,"Cooperate within warp on endpoints; consider reusing exact unencoded distances from build, not lossy encoded-key decoding.","Preserve conservative min/max bounds, FP rounding, partition and empty-child semantics; price sidecar traffic.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/tree.cuh,350,initIndexData,initial build and capacity-triggered rebuild,linear,Grid-stride scalar arrays are contiguous across lanes; no obvious coalescing defect.,Keep layout; consider eliminating redundant initialization/pass or reusing workspace only if consumer requires same bytes.,Prove every read is initialized; launch fusion is distinct from memory coalescing.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/tree.cuh,371,showRes,definition only; no active native launch,debug,Debug-only printing/checks; no production optimization target.,Leave outside active dispatch; inventory retained so absence is explicit.,Do not count an uncalled debug definition as workload cost.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update.cuh,124,mergeTotalResult,native update conditional path,merge_linear,Two contiguous input segments and contiguous output stores; only deletion-prefix remapping uses a rid-indexed gather.,Keep output ownership; consider avoiding repeated logical-ID remapping or retaining mapping on device.,Preserve base/buffer/incremental identity spaces; packing is not needed for already contiguous output.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update.cuh,149,findIdx,definition only; no active native launch,linear,Grid-stride scalar arrays are contiguous across lanes; no obvious coalescing defect.,Keep layout; consider eliminating redundant initialization/pass or reusing workspace only if consumer requires same bytes.,Prove every read is initialized; launch fusion is distinct from memory coalescing.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update.cuh,213,mergeInResult,native update conditional path,scatter,Input stream mostly contiguous; prefix/gather destinations may not be adjacent across lanes.,Choose traversal matching prefix order; warp/block packing can make output contiguous.,"Preserve per-query grouping, ID mapping, prefix offsets and any stable-order requirement.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update.cuh,227,getNewData,native update conditional path,data_pack,One lane copies a full point with serial coordinate loop; read and write across lanes stride D elements.,Flatten destination coordinates or warp-per-point copy; rows gather but lanes within each row contiguous.,"Preserve alive order, original-vs-current source identity, deleted prefixes, true-arrival bytes and buffer capacity.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update.cuh,289,leafProcessRnnUpdate,native update conditional path,distance,"A lane owns a point/query and loops coordinates; AoS rows gather/stride across lanes, coordinate loads contiguous only within each lane; output is often already coalesced.","Test warp-per-distance or query/pivot tiling; retain coalesced output via ownership handoff, not lane0 scattered stores.","Keep metric, accumulation, pruning boundary and every tail; small grids may lose to launch/metadata costs. P0: node.size can exceed MAX_SIZE while result stride stays MAX_SIZE. Native all-include self/sentinel differs.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update.cuh,428,collectLeafNodesSingleQuery,native update conditional path,atomic_compact,Input is contiguous; each passing lane atomically reserves one output slot; inter-warp ordering arbitrary.,"Warp ballot/popcount, one reservation per warp, adjacent lane stores; compare native/CUB select.",Preserve unordered output contract or add ordering explicitly; empty masks and total capacity required.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update.cuh,450,compactResultSingleQuery,native update conditional path,atomic_compact,Input is contiguous; each passing lane atomically reserves one output slot; inter-warp ordering arbitrary.,"Warp ballot/popcount, one reservation per warp, adjacent lane stores; compare native/CUB select.",Preserve unordered output contract or add ordering explicitly; empty masks and total capacity required.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_optimized.cuh,130,mergeTotalResult,alternative header; not included by native main,merge_linear,Two contiguous input segments and contiguous output stores; only deletion-prefix remapping uses a rid-indexed gather.,Keep output ownership; consider avoiding repeated logical-ID remapping or retaining mapping on device.,Preserve base/buffer/incremental identity spaces; packing is not needed for already contiguous output.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_optimized.cuh,151,findIdx,alternative header; not included by native main,linear,Grid-stride scalar arrays are contiguous across lanes; no obvious coalescing defect.,Keep layout; consider eliminating redundant initialization/pass or reusing workspace only if consumer requires same bytes.,Prove every read is initialized; launch fusion is distinct from memory coalescing.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_optimized.cuh,216,mergeInResult,alternative header; not included by native main,scatter,Input stream mostly contiguous; prefix/gather destinations may not be adjacent across lanes.,Choose traversal matching prefix order; warp/block packing can make output contiguous.,"Preserve per-query grouping, ID mapping, prefix offsets and any stable-order requirement.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_optimized.cuh,230,getNewData,alternative header; not included by native main,data_pack,One lane copies a full point with serial coordinate loop; read and write across lanes stride D elements.,Flatten destination coordinates or warp-per-point copy; rows gather but lanes within each row contiguous.,"Preserve alive order, original-vs-current source identity, deleted prefixes, true-arrival bytes and buffer capacity.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_optimized.cuh,290,leafProcessRnnUpdate,alternative header; not included by native main,distance,"A lane owns a point/query and loops coordinates; AoS rows gather/stride across lanes, coordinate loads contiguous only within each lane; output is often already coalesced.","Test warp-per-distance or query/pivot tiling; retain coalesced output via ownership handoff, not lane0 scattered stores.","Keep metric, accumulation, pruning boundary and every tail; small grids may lose to launch/metadata costs. P0: node.size can exceed MAX_SIZE while result stride stays MAX_SIZE.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_optimized.cuh,410,collectLeafNodesAndInitRes,alternative header; not included by native main,atomic_compact,"Input is contiguous; each passing lane atomically reserves one output slot; inter-warp ordering arbitrary. Despite its name, qresult_idx is not written here and the caller still launches initRes; fusion is NOT implemented.","Warp ballot/popcount, one reservation per warp, adjacent lane stores; compare native/CUB select.",Preserve unordered output contract or add ordering explicitly; empty masks and total capacity required.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_optimized.cuh,429,compactResultSingleQuery,alternative header; not included by native main,atomic_compact,Input is contiguous; each passing lane atomically reserves one output slot; inter-warp ordering arbitrary.,"Warp ballot/popcount, one reservation per warp, adjacent lane stores; compare native/CUB select.",Preserve unordered output contract or add ordering explicitly; empty masks and total capacity required.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_user_modified.cuh,103,mergeTotalResult,alternative header; not included by native main,merge_linear,Two contiguous input segments and contiguous output stores; only deletion-prefix remapping uses a rid-indexed gather.,Keep output ownership; consider avoiding repeated logical-ID remapping or retaining mapping on device.,Preserve base/buffer/incremental identity spaces; packing is not needed for already contiguous output.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_user_modified.cuh,124,findIdx,alternative header; not included by native main,linear,Grid-stride scalar arrays are contiguous across lanes; no obvious coalescing defect.,Keep layout; consider eliminating redundant initialization/pass or reusing workspace only if consumer requires same bytes.,Prove every read is initialized; launch fusion is distinct from memory coalescing.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_user_modified.cuh,188,mergeInResult,alternative header; not included by native main,scatter,Input stream mostly contiguous; prefix/gather destinations may not be adjacent across lanes.,Choose traversal matching prefix order; warp/block packing can make output contiguous.,"Preserve per-query grouping, ID mapping, prefix offsets and any stable-order requirement.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_user_modified.cuh,202,getNewData,alternative header; not included by native main,data_pack,One lane copies a full point with serial coordinate loop; read and write across lanes stride D elements.,Flatten destination coordinates or warp-per-point copy; rows gather but lanes within each row contiguous.,"Preserve alive order, original-vs-current source identity, deleted prefixes, true-arrival bytes and buffer capacity.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_user_modified.cuh,262,leafProcessRnnUpdate,alternative header; not included by native main,distance,"A lane owns a point/query and loops coordinates; AoS rows gather/stride across lanes, coordinate loads contiguous only within each lane; output is often already coalesced.","Test warp-per-distance or query/pivot tiling; retain coalesced output via ownership handoff, not lane0 scattered stores.","Keep metric, accumulation, pruning boundary and every tail; small grids may lose to launch/metadata costs. P0: node.size can exceed MAX_SIZE while result stride stays MAX_SIZE.",source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_user_modified.cuh,381,collectLeafNodesSingleQuery,alternative header; not included by native main,atomic_compact,Input is contiguous; each passing lane atomically reserves one output slot; inter-warp ordering arbitrary.,"Warp ballot/popcount, one reservation per warp, adjacent lane stores; compare native/CUB select.",Preserve unordered output contract or add ordering explicitly; empty masks and total capacity required.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
include/update_user_modified.cuh,399,compactResultSingleQuery,alternative header; not included by native main,atomic_compact,Input is contiguous; each passing lane atomically reserves one output slot; inter-warp ordering arbitrary.,"Warp ballot/popcount, one reservation per warp, adjacent lane stores; compare native/CUB select.",Preserve unordered output contract or add ordering explicitly; empty masks and total capacity required.,source-confirmed access pattern; measured coverage in runtime exports; no new speedup claim
